account,project,comments  ,empty comments ,patterns,dispersion,type
webbcam,webbcam/tiflash,100,19.0,76,0.04134279975355879,Human
dghubble,dghubble/gologin,42,1.0,42,0.03030230418681151,Human
dgw,sopel-irc/sopel-github,100,3.0,98,0.033232573593908965,Human
nadar,luyadev/luya-module-admin,100,0.0,83,0.03636317663342885,Human
depfu,assetgraph/assetgraph-sprite,100,0.0,36,0.1500507967892404,Human
yutopp,yutopp/go-rtmp,43,25.0,19,0.017693050315328435,Human
josemduarte,biojava/biojava,100,0.0,93,0.028331886090563595,Human
gmf520,i66soft/osharp,100,22.0,76,0.01864441473384296,Human
bluebill1049,bluebill1049/react-simple-img,100,1.0,96,0.035632301242593194,Human
TORISOUP,neuecc/UniRx,16,3.0,14,0.030631442458899975,Human
neuecc,neuecc/UniRx,100,2.0,83,0.03843079035432262,Human
nicolobruno,Wolox/react-bootstrap,13,0.0,13,0.039408221286023615,Human
njwest,arwes/arwes,19,1.0,19,0.03304428713015962,Human
romelperez,arwes/arwes,100,0.0,97,0.03217055684409907,Human
amenzhinsky,amenzhinsky/iothub,40,3.0,36,0.04108977723234518,Human
NekR,NekR/offline-plugin,100,0.0,97,0.03369233975962391,Human
shogo4405,shogo4405/HaishinKit.swift,100,9.0,86,0.031029426785160224,Human
keyki,hortonworks/cloud-haunter,24,14.0,11,0.023784699231792546,Human
ernscht,namics/generator-nitro,100,0.0,90,0.03925660669421114,Human
mscuthbert,0xfe/vexflow,100,0.0,99,0.03342097583697895,Human
Silverwolf90,0xfe/vexflow,100,2.0,98,0.03232530669916113,Human
elprans,MagicStack/asyncpg,100,6.0,94,0.032892947219648055,Human
Lodin,corpusculejs/corpuscule,100,7.0,94,0.04037961236056571,Human
dingelish,apache/incubator-teaclave-sgx-sdk,100,4.0,93,0.03039023542032737,Human
OverloadUT,wpietri/sucks,37,0.0,37,0.03577011155943177,Human
BuZZy1337,iobroker-community-adapters/ioBroker.telegram,72,0.0,70,0.028049494028280355,Human
rtfpessoa,codacy/bitbucket-scala-client,28,7.0,21,0.03263798066689109,Human
pauljohanneskraft,quickbirdstudios/XCoordinator,100,2.0,95,0.03810965312840326,Human
nolimits4web,framework7io/framework7-template-vue-webpack,21,0.0,19,0.027960879854756177,Human
jelmer,jonashaag/klaus,100,6.0,91,0.03674700857901885,Human
maximbaz,mpolden/echoip,52,0.0,52,0.027080070401685745,Human
mpolden,mpolden/echoip,100,1.0,86,0.03376508778638788,Human
fhunleth,nerves-project/toolchains,100,24.0,75,0.03683736554959168,Human
danieldooley,GeoNet/kit,30,5.0,13,0.1634355587082566,Human
michelaquino,michelaquino/golang_api_skeleton,12,7.0,6,0.03082522305671183,Human
sorentwo,sorentwo/carrierwave-aws,100,0.0,94,0.036663476261585566,Human
kylegach,mineral-ui/mineral-ui,100,2.0,83,0.046413955020858454,Human
foxdonut,foxdonut/meiosis,92,0.0,88,0.03447572119541257,Human
orenyodfat,daostack/arc.js,62,15.0,46,0.03555823954571063,Human
rchl,aaronshaf/dynamodb-admin,100,4.0,94,0.036170457560803476,Human
aaronshaf,aaronshaf/dynamodb-admin,42,1.0,36,0.03393165331105258,Human
rmarren1,plotly/dash-renderer,40,3.0,38,0.03798888426918843,Human
T4rk1n,plotly/dash-renderer,54,0.0,54,0.027433820811214076,Human
valentijnnieman,plotly/dash-renderer,49,0.0,48,0.033301395876360246,Human
anpleenko,vaeum/react-material-icon-svg,49,48.0,2,6.167905075571472e-18,Human
ChaseWiseman,skyverge/wc-plugin-framework,100,3.0,89,0.041930305659025884,Human
unfulvio,skyverge/wc-plugin-framework,100,1.0,97,0.03686827825903871,Human
olofk,olofk/fusesoc,100,1.0,99,0.03726979675671294,Human
ctalkington,archiverjs/node-archiver,100,4.0,89,0.03754947191434027,Human
mvdnes,mvdnes/spin-rs,89,0.0,64,0.05591089078905956,Human
suminb,suminb/base62,26,0.0,26,0.032548941109758506,Human
andryuha49,andryuha49/odata-v4-typeorm,27,13.0,15,0.025590392770488194,Human
Fokko,Azure/azure-event-hubs-spark,24,1.0,20,0.06131364809542181,Human
ferstl,ferstl/depgraph-maven-plugin,100,22.0,73,0.03626632148360419,Human
mudassir0909,mudassir0909/jsonresume-theme-elegant,100,2.0,99,0.03248167280688967,Human
dbfannin,dbfannin/ngx-logger,100,0.0,96,0.03575271152325281,Human
ghackett,episode6/mockspresso,98,11.0,88,0.0411472758019073,Human
gjunge,SolrNet/SolrNet,100,1.0,96,0.03412284304928537,Human
xmorera,SolrNet/SolrNet,100,0.0,95,0.032388951285783694,Human
oskarrough,internet4000/radio4000-player,100,3.0,97,0.031744200959942334,Human
HarveyKandola,documize/community,75,35.0,38,0.032450382961851765,Human
krystiankaluzny,xmlunit/xmlunit,32,0.0,32,0.023146872841621962,Human
bodewig,xmlunit/xmlunit,100,0.0,99,0.03591142260474796,Human
srowen,zxing/zxing,100,0.0,100,0.028214177900325967,Human
JesusFreke,JesusFreke/smali,100,0.0,100,0.03078852828490333,Human
krzkaczor,ethereum-ts/TypeChain,100,7.0,89,0.035533359742348065,Human
Afterster,jplayer/jPlayer,23,0.0,23,0.024495613887050183,Human
thepag,jplayer/jPlayer,100,0.0,99,0.03202150044528087,Human
germanattanasio,watson-developer-cloud/speech-javascript-sdk,100,4.0,83,0.03915170034864591,Human
watson-github-bot,watson-developer-cloud/speech-javascript-sdk,68,0.0,2,0.2934058875611396,Bot
reidmorrison,rocketjob/semantic_logger,100,0.0,91,0.03842555868819994,Human
yowainwright,dollarshaveclub/es-check,74,24.0,38,0.053686131901514444,Human
refractalize,featurist/sworm,68,5.0,64,0.03551879962589655,Human
asottile,pre-commit/pre-commit-hooks,100,2.0,93,0.03153764844523354,Human
talyguryn,editor-js/header,14,7.0,8,0.015742440067166047,Human
zakird,zmap/zcrypto,90,3.0,82,0.039582598058200275,Human
manast,OptimalBits/redbird,100,0.0,84,0.04264671850257363,Human
sindresorhus,sindresorhus/ps-list,67,0.0,65,0.03162821974933957,Human
sheppard,wq/wq.app,100,0.0,98,0.03478920664797295,Human
klzns,vtex/delivery-packages,19,10.0,10,0.026905228259643605,Human
boutell,apostrophecms/apostrophe-headless,86,14.0,63,0.04122246715641623,Human
tomaka,tiny-http/tiny-http,100,12.0,89,0.036599684485174706,Human
geoperez,unosquare/swan,100,13.0,78,0.03356990889340002,Human
itsachen,lob/lob-elixir,32,1.0,30,0.042460682854805594,Human
outpunk,css-modules/postcss-modules,/,/,/,/,/
erdi,geb/geb,100,1.0,85,0.045186958289315744,Human
brownjava,classy-org/classy-pay-core,28,2.0,27,0.03757453947508314,Human
andyjansson,postcss/postcss-calc,32,0.0,28,0.03482960136544175,Human
chris-smith,RethinkRobotics-opensource/rosnodejs,100,2.0,96,0.03381411068582288,Human
rickywiens,bold-commerce/bold-shopify-toolkit,22,0.0,20,0.03578357561661289,Human
HotelCalifornia,purduesigbots/pros-atom3,81,0.0,81,0.027434199527310313,Human
jasl,jasl/wx_pay,100,0.0,96,0.014939474064776172,Human
danaugrs,g3n/engine,100,1.0,80,0.03855691604881248,Human
anwar6953,cdapio/cdap-security-extn,34,1.0,30,0.03874238358890446,Human
schipiga,glacejs/glace-utils,55,51.0,3,0.0002132209320218287,Human
ahmadiq,stakater/IngressMonitorController,22,8.0,14,0.03644443186648895,Human
LiamKarlMitchell,Rob--/memoryjs,12,0.0,11,0.04752815785564113,Human
arobase-che,remarkjs/remark,26,0.0,26,0.030969126568131125,Human
wooorm,remarkjs/remark,100,0.0,96,0.030651601769961102,Human
hartzis,dozoisch/react-google-recaptcha,99,0.0,99,0.027666515535335213,Human
dozoisch,dozoisch/react-google-recaptcha,100,1.0,98,0.03369801371922307,Human
arun251,launchdarkly/ios-client-sdk,84,1.0,81,0.03580242870235802,Human
brian-nguyen,ubclaunchpad/bumper,100,14.0,80,0.037826602616166036,Human
kevingentile,govice/golinks,100,60.0,41,0.024908859913406786,Human
eddedd88,eddedd88/fullstrapp,100,72.0,25,0.013215975143875984,Human
smarterclayton,openshift/image-registry,100,1.0,69,0.04461262461448759,Human
dmage,openshift/image-registry,100,11.0,39,0.03305006391616723,Human
bparees,openshift/image-registry,100,4.0,55,0.035951392603037965,Human
openshift-ci-robot,openshift/image-registry,100,0.0,6,0.3066733811077091,Bot
jeevatkm,go-aah/aah,100,8.0,77,0.04442233329946619,Human
satazor,moxystudio/node-cross-spawn,100,0.0,96,0.03394295479810764,Human
aashish24,OpenGeoscience/vgl,100,21.0,58,0.06057600643508287,Human
MilesMcBain,MilesMcBain/datapasta,100,4.0,96,0.03657466015253236,Human
di,di/vladiate,comments,empty comments,patterns,dispersion,prediction
darrenldl,darrenldl/reed-solomon-erasure,100,6.0,93,0.03982947014064287,Human
vreuter,databio/pararead,57,9.0,47,0.03924195480781849,Human
surli,xwiki/xwiki-commons,39,4.0,36,0.03438633751804182,Human
benjamin-bader,microsoft/thrifty,100,19.0,81,0.037835350760593994,Human
jkelvie,bespoken/virtual-alexa,100,12.0,89,0.04047796281657582,Human
tonsky,tonsky/datascript,100,1.0,94,0.03166786555587007,Human
oschwald,oschwald/maxminddb-rust,55,0.0,44,0.04646123271490095,Human
gosuri,ovrclk/akash,100,11.0,73,0.03206784594635631,Human
Carl-Hugo,ForEvolve/ForEvolve-Framework,82,13.0,69,0.03173483544522828,Human
josemarluedke,josemarluedke/ember-cli-segment,92,12.0,65,0.047026091782682,Human
flops,ringcentral/testring,51,40.0,10,0.008147681917975704,Human
rodjek,rodjek/rspec-puppet,100,23.0,76,0.035205184845322486,Human
clintonb,edx/edx-oauth2-provider,47,0.0,31,0.05010214130844394,Human
rbuels,GMOD/jbrowse,100,0.0,98,0.03225162194432724,Human
cmdcolin,GMOD/jbrowse,100,0.0,93,0.03059399732365549,Human
adamchel,mongodb/stitch-ios-sdk,80,18.0,62,0.04153783543043337,Human
dburkhardt,KrishnaswamyLab/graphtools,19,9.0,11,0.030461304249513963,Human
drzraf,wp-cli/i18n-command,36,0.0,35,0.030581256237649474,Human
mellisio,librariesio/bibliothecary,28,10.0,7,0.2007326122229728,Human
iNecas,Dynflow/dynflow,100,1.0,87,0.0360229706126253,Human
adamruzicka,Dynflow/dynflow,100,20.0,77,0.03352910659362735,Human
NHDaly,JuliaGizmos/Blink.jl,100,2.0,97,0.0323880882171578,Human
bpodgursky,LiveRamp/hank-go,20,0.0,19,0.03581439893584206,Human
smysnk,smysnk/gulp-rev-all,100,0.0,83,0.04015675498486265,Human
jcornell123,cloudsploit/scans,23,1.0,22,0.03422646141576117,Human
richardsamuels,mongodb/grip,19,14.0,6,0.009844862584879004,Human
dpopp07,watson-developer-cloud/speech-javascript-sdk,63,1.0,62,0.03567476888114963,Human
nathandunn,geneontology/ribbon,67,7.0,61,0.032703287081490125,Human
ffgalindo,hep-gc/dynafed_storagestats,100,3.0,92,0.03451376766815696,Human
ndpete,byu-oit/awsparams,43,3.0,40,0.03872039818948499,Human
joelshawaddepar,Addepar/addepar-style-toolbox,20,1.0,18,0.03560421392652451,Human
tjcelaya,joyent/java-manta,100,3.0,96,0.03297651137514529,Human
dekobon,joyent/java-manta,100,17.0,83,0.03686345516622476,Human
vito,concourse/atc,100,0.0,77,0.048286552956805034,Human
vincentsarago,cogeotiff/rio-cogeo,100,7.0,84,0.038292871376598335,Human
jonschlinkert,jonschlinkert/markdown-toc,100,1.0,96,0.035410405640334146,Human
Leko,Leko/IDDFS,17,3.0,14,0.037946199461401056,Human
greenaddress,romanz/electrs,43,2.0,40,0.0350494790550695,Human
romanz,romanz/electrs,100,1.0,95,0.02817938657064124,Human
ericholscher,readthedocs/recommonmark,82,7.0,65,0.04489346584465276,Human
ozanuykun,znframework/package-zerocore,100,97.0,4,0.0012285262394123519,Human
jettify,aio-libs/aiozipkin,100,20.0,70,0.037672903933954435,Human
ahhh,gen0cide/gscript,68,30.0,38,0.024630371458721635,Human
JohnTitor,mkaz/termgraph,14,1.0,14,0.033899188951730684,Human
DimaLiLongJi,DimaLiLongJi/InDiv,92,39.0,41,0.03419328291485833,Human
GlennMatthys,acarl005/join-monster,29,1.0,24,0.052638218349577784,Human
Kukks,MetacoSA/NBitpayClient,25,4.0,22,0.031598730779125686,Human
NicolasDorier,MetacoSA/NBitpayClient,38,0.0,38,0.028662895906555977,Human
rafihm,awslabs/aws-config-rdk,28,0.0,28,0.02760342602255999,Human
michaelborchert,awslabs/aws-config-rdk,100,13.0,68,0.052411546323173,Human
weieigao,IBM-Cloud/ibm-cloud-cli-sdk,100,52.0,48,0.02536997298272872,Human
linvi,linvi/tweetinvi,100,0.0,98,0.03379460839398849,Human
MichaelKetting,SeriousM/WebDriver.ChromeDriver.win32-nuget,32,18.0,15,0.01652980281698821,Human
filmil,upspin/upspin,50,0.0,50,0.03362925899427868,Human
stephenmcd,googlemaps/google-maps-services-js,100,1.0,96,0.037445817790719614,Human
hcodes,fast-average-color/fast-average-color,100,40.0,57,0.028657664009983857,Human
bendrucker,thlorenz/proxyquire,100,0.0,99,0.029827407046487273,Human
johndatserakis,promosis/file-upload-with-preview,71,1.0,69,0.04125877801931594,Human
DeniseWalter,promosis/file-upload-with-preview,11,0.0,11,0.035818213784502846,Human
psycho-ir,fandoghpaas/fandogh-cli,/,/,/,/,/
Maryom,SwiftKitz/Appz,100,21.0,71,0.03726832398715337,Human
Mazyod,SwiftKitz/Appz,100,3.0,89,0.0388691289732064,Human
sonota88,sonota88/anbt-sql-formatter,14,3.0,10,0.024859598336702475,Human
loxp,flike/kingshard,12,2.0,11,0.011171072693064403,Human
nblock,PyFeeds/PyFeeds,95,4.0,76,0.03787346027553325,Human
nickhingston,rii-mango/Daikon,29,2.0,28,0.03807306414208868,Human
sanjid133,pharmer/pharmer,100,69.0,29,0.029458742716286984,Human
vlad-km,jscl-project/jscl,100,0.0,100,0.027034510369654076,Human
theotherphil,image-rs/imageproc,100,11.0,69,0.03753084386423034,Human
Zegnat,Nyholm/psr7,100,0.0,100,0.030188119648389508,Human
yanaga,SQLDroid/SQLDroid,20,3.0,18,0.044954580355909116,Human
javierbrea,domapic/domapic-base,55,6.0,50,0.037663547507517894,Human
abourget,eoscanada/eos-bios,28,0.0,28,0.031893342677008704,Human
piranna,react-everywhere/re-start,100,0.0,100,0.03256971738179404,Human
datastax-bot,datastax/python-driver,100,0.0,2,0.4126021260947758,Bot
autotelik,autotelik/datashift,63,8.0,56,0.03819142940862402,Human
bidhan-a,gaia-pipeline/gaia,19,0.0,19,0.03375878726900701,Human
ubergesundheit,lunemec/nanny,22,0.0,22,0.036883913731093454,Human
lunemec,lunemec/nanny,89,4.0,86,0.03818979737302419,Human
lnemsick-simp,simp/pupmod-simp-svckill,20,0.0,19,0.02997935123582464,Human
arnoegw,tensorflow/hub,100,0.0,97,0.030742920592896333,Human
kporras07,humpbackdev/generator-humpback,100,26.0,52,0.049123521483821264,Human
ethanwhite,weecology/portalr,71,4.0,68,0.036178140070653904,Human
tbaliance,unidoc/unioffice,100,10.0,80,0.04107067584884012,Human
mvantellingen,mvantellingen/python-zeep,100,3.0,67,0.04698143235098642,Human
kcooney,junit-team/junit4,100,3.0,95,0.03416431488209089,Human
maier,circonus-labs/circonus-agent,100,3.0,97,0.034722869076804976,Human
morgant,comfy/comfortable-mexican-sofa,39,0.0,38,0.030149830472275596,Human
dblock,codegram/hyperclient,100,3.0,95,0.0314155826258313,Human
sangleganesh,portworx/kvdb,36,9.0,28,0.03864053025157119,Human
plouc,ekino/veggies,44,5.0,40,0.03496235149785157,Human
janvanrijn,automl/ConfigSpace,23,0.0,23,0.033922038398326505,Human
michaeldwan,superfly/fly,95,32.0,62,0.03228247473881161,Human
ktsn,ktsn/vue-route-generator,57,1.0,51,0.0364648508760654,Human
jeromegamez,kreait/firebase-php,100,0.0,93,0.03687182994917728,Human
jmank88,golang/dep,100,0.0,99,0.03385152121229318,Human
KeithWoods,esp/esp-js,100,33.0,57,0.03210425329799477,Human
ferd,proper-testing/proper,25,0.0,25,0.030099173799545714,Human
TheGeorge,proper-testing/proper,78,7.0,72,0.037799578399657426,Human
namuyan,namuyan/bc4py,37,20.0,17,0.02004423756098487,Human
kaisellgren,kaisellgren/mailer,18,0.0,17,0.03917470822373795,Human
close2,kaisellgren/mailer,100,2.0,92,0.03357310831652417,Human
mila,pypa/readme_renderer,12,0.0,12,0.0371116674573998,Human
theacodes,pypa/readme_renderer,100,10.0,84,0.03516360338509415,Human
westurner,pypa/readme_renderer,14,0.0,14,0.030411541364590674,Human
dstufft,pypa/readme_renderer,32,4.0,29,0.040780720868192934,Human
JohnnyCrazy,JohnnyCrazy/SpotifyAPI-NET,100,1.0,81,0.035100424746565446,Human
dlouzan,bufferoverflow/verdaccio-gitlab,100,3.0,96,0.035317000603682425,Human
juanpicado,bufferoverflow/verdaccio-gitlab,42,0.0,42,0.02973284313162802,Human
bufferoverflow,bufferoverflow/verdaccio-gitlab,100,10.0,90,0.03607750058734411,Human
talbright,terraform-providers/terraform-provider-heroku,/,/,/,/,/
dantleech,phpactor/completion,84,26.0,55,0.03537551463371289,Human
kachayev,ztellman/aleph,100,0.0,89,0.03353058366549403,Human
matsuo,msyk/FMDataAPI,29,15.0,13,0.029951543603618097,Human
harlow,harlow/kinesis-consumer,100,1.0,89,0.03960470916557071,Human
antonybudianto,antonybudianto/cra-universal,100,8.0,86,0.03319730961639474,Human
stiano,stiano/unleash-client-dotnet,16,0.0,16,0.03934768155167202,Human
sergei-startsev,mobxjs/mobx-react,13,0.0,13,0.02572354458368621,Human
kt3k,kt3k/saku,72,18.0,35,0.028270798899872336,Human
tejainece,Jaguar-dart/jaguar_orm,100,10.0,78,0.0372804321666205,Human
vlsi,yotamberk/timeline-plus,22,0.0,22,0.02581812667715099,Human
prytoegrian,libertempo/api,100,0.0,93,0.035571189763279554,Human
wouldsmina,libertempo/api,100,2.0,97,0.033301819723705134,Human
nao-pon,Studio-42/elFinder,100,0.0,65,0.047840902452299404,Human
nblumhardt,serilog/serilog,100,0.0,92,0.03652857323756673,Human
fengmk2,eggjs/egg-sequelize,18,0.0,15,0.03791580430507377,Human
macdonst,phonegap/phonegap-plugin-push,100,0.0,81,0.03400416391955075,Human
himrock922,himrock922/freee-api,21,17.0,5,0.0018480355138534264,Human
mshibuya,sferik/rails_admin,100,0.0,80,0.03678203759210598,Human
jonaskello,dividab/tsconfig-paths,100,1.0,86,0.04156734307018216,Human
BeyondEvil,pytest-dev/pytest-selenium,100,4.0,94,0.03167313439298198,Human
FlorianWilhelm,pyscaffold/pyscaffold,100,0.0,81,0.04781711794468656,Human
abravalheri,pyscaffold/pyscaffold,100,0.0,96,0.03292625558341664,Human
Bernardo-MG,Bernardo-MG/dice-notation-java,100,49.0,48,0.024300170118503994,Human
athas,diku-dk/futhark,100,11.0,90,0.03591754941663807,Human
deanmarchiori,ropensci/bomrang,21,0.0,20,0.03763285511531134,Human
adamhsparks,ropensci/bomrang,100,0.0,99,0.030025666308348232,Human
taras,microstates/react,18,3.0,15,0.032752105184541164,Human
WebReflection,WebReflection/hyperHTML,100,0.0,97,0.02850421294381895,Human
wasabeef,cats-oss/android-gpuimage,86,10.0,65,0.03680235004682721,Human
sw-yx,netlify/netlify-lambda,100,0.0,92,0.03492965625633339,Human
reaperhulk,pyca/pyopenssl,100,13.0,87,0.03834648667149844,Human
alex,pyca/pyopenssl,100,27.0,69,0.03478496021529076,Human
FelixGail,FelixGail/gplaymusic,100,19.0,78,0.04037940601893961,Human
olimpias,fortio/fortio,100,0.0,97,0.03248608295972518,Human
istio-testing,fortio/fortio,26,0.0,3,0.34569978383790706,Bot
ldemailly,fortio/fortio,100,6.0,90,0.03515323359462221,Human
ahartikainen,stan-dev/pystan,100,0.0,100,0.028638646559432098,Human
joeaudette,cloudscribe/cloudscribe.SimpleContent,100,47.0,53,0.03175322426511259,Human
euresti,python-attrs/attrs,100,0.0,89,0.04080289165185299,Human
dsander,huginn/huginn,100,0.0,96,0.03470567117558389,Human
komuw,komuw/sewer,100,0.0,65,0.0582677265115954,Human
czystyl,graphql-community/graphql-directive-auth,37,11.0,27,0.03844850958495575,Human
Cadene,Cadene/pretrained-models.pytorch,100,0.0,89,0.03489608069417187,Human
teo-tsirpanis,fsprojects/FSharpx.Collections,21,3.0,19,0.04160080459484007,Human
sheerun,bower/decompress-zip,22,0.0,21,0.03282927512594002,Human
herom,vpulim/node-soap,100,0.0,82,0.04801586696947869,Human
sorawee,brownplt/pyret-lang,100,0.0,100,0.030009923767714573,Human
mmatloka,shrinkwrap/resolver,19,7.0,13,0.048608534105652496,Human
jiwen624,appoptics/appoptics-apm-go,100,7.0,90,0.046097681488523744,Human
rodrigograca31,kelvinhokk/cordova-plugin-localization-strings,67,1.0,63,0.03270055753623535,Human
sstevenkang,aws/aws-sdk-net,100,0.0,97,0.030288812830204875,Human
AnthonySteele,aws/aws-sdk-net,21,0.0,21,0.03205763163233672,Human
slang25,aws/aws-sdk-net,23,0.0,22,0.03474357317434281,Human
Gallaecio,scrapy/w3lib,65,15.0,49,0.032714277367703014,Human
TrevorFarrelly,u-root/NiChrome,19,1.0,17,0.04148146461501949,Human
guillermooo,SublimeText/UnitTesting,84,11.0,73,0.0366775841266328,Human
itajaja,4Catalyzer/tqp,34,7.0,28,0.03520409201636863,Human
JacquiManzi,muxinc/mux-node-sdk,34,8.0,27,0.0436085364464347,Human
drewejohnson,CORE-GATECH-GROUP/serpent-tools,100,1.0,97,0.03358185542825615,Human
tyrannosaurus-becks,hashicorp/vault-plugin-secrets-ad,66,18.0,48,0.038400184551693216,Human
gregturn,spring-projects/spring-ws,100,24.0,67,0.03732355195764556,Human
miloyip,Tencent/rapidjson,100,0.0,95,0.03323690451197043,Human
nhumrich,CanopyTax/asyncpgsa,100,0.0,91,0.03759268823030197,Human
ggarnier,tsuru/tsuru-dashboard,22,4.0,19,0.03797194230087287,Human
WalternativE,LambdaFactory/Fornax,23,0.0,23,0.033763104170889756,Human
peyerluk,livingdocsIO/editable.js,100,7.0,92,0.034121784420614316,Human
deepcode-ci-bot,christabor/flask_jsondash,/,/,/,/,/
