Following,Type
9,Humain
0,Humain
0,Humain
0,Humain
2,Humain
0,Humain
3,Humain
0,Humain
16,Humain
1,Humain
35,Humain
0,Humain
0,Humain
2,Humain
1,Humain
0,Humain
0,Humain
5,Humain
2,Humain
1,Humain
0,Humain
0,Humain
1,Humain
14,Humain
0,Humain
0,Humain
2,Humain
0,Humain
0,Humain
0,Humain
2,Humain
26,Humain
6,Humain
0,Humain
0,Humain
99,Humain
1,Humain
3,Humain
0,Humain
28,Humain
122,Humain
21,Humain
13,Humain
4,Humain
3,Humain
57,Humain
3,Humain
15,Humain
0,Humain
0,Humain
237,Humain
0,Humain
0,Humain
11,Humain
19,Humain
2115,Humain
2,Humain
0,Humain
32,Humain
0,Humain
9,Humain
10,Humain
20,Humain
34,Humain
1,Humain
5,Humain
2,Humain
0,Humain
2,Humain
0,Humain
7,Humain
3,Humain
0,Humain
0,Humain
2,Humain
0,Humain
1,Humain
6,Humain
0,Humain
83,Humain
12,Humain
0,Humain
6,Humain
3,Humain
79,Humain
4,Humain
5,Humain
2,Humain
2,Humain
6,Humain
17,Humain
53,Humain
4,Humain
3,Humain
0,Humain
18,Humain
30,Humain
17,Humain
30,Humain
10,Humain
11,Humain
38,Humain
0,Humain
0,Humain
10,Humain
2,Humain
74,Humain
0,Humain
12,Humain
1,Humain
7,Humain
11,Humain
9,Humain
11,Humain
0,Humain
0,Humain
23,Humain
12,Humain
89,Humain
21,Humain
9,Humain
133,Humain
28,Humain
135,Humain
8,Humain
5,Humain
12,Humain
7,Humain
1,Humain
3,Humain
74,Humain
4,Humain
16,Humain
3,Humain
184,Humain
73,Humain
17,Humain
1,Humain
169,Humain
0,Humain
20,Humain
1,Humain
15,Humain
13,Humain
24,Humain
1,Humain
7,Humain
14,Humain
0,Humain
13,Humain
0,Humain
31,Humain
3,Humain
5,Humain
2,Humain
33,Humain
6,Humain
9,Humain
1,Humain
28,Humain
72,Humain
0,Humain
0,Humain
211,Humain
0,Humain
0,Humain
0,Humain
6,Humain
0,Humain
0,Humain
35,Humain
5,Humain
3,Humain
25,Humain
168,Humain
0,Humain
1,Humain
546,Humain
2,Humain
159,Humain
230,Humain
29,Humain
1,Humain
7,Humain
271,Humain
8,Humain
3,Humain
14,Humain
6,Humain
12,Humain
15,Humain
1,Humain
0,Humain
89,Humain
0,Humain
194,Humain
0,Humain
14,Humain
1,Humain
10,Humain
0,Humain
17,Humain
9,Humain
48,Humain
0,Humain
22,Humain
158,Humain
2,Humain
0,Humain
18,Humain
2,Humain
1,Humain
12,Humain
65,Humain
0,Humain
10,Humain
0,Humain
1,Humain
2,Humain
8,Humain
4,Humain
116,Humain
9,Humain
16,Humain
3,Humain
4,Humain
0,Humain
28,Humain
47,Humain
1,Humain
105,Humain
1,Humain
1,Humain
32,Humain
10,Humain
1,Humain
12,Humain
7,Humain
6,Humain
25,Humain
3,Humain
9,Humain
17,Humain
42,Humain
119,Humain
104,Humain
20,Humain
10,Humain
13,Humain
7,Humain
0,Humain
38,Humain
6,Humain
3,Humain
80,Humain
12,Humain
0,Humain
7,Humain
58,Humain
19,Humain
4,Humain
2,Humain
1,Humain
13,Humain
38,Humain
20,Humain
55,Humain
13,Humain
6,Humain
0,Humain
0,Humain
1,Humain
70,Humain
1,Humain
0,Humain
272,Humain
22,Humain
12,Humain
1,Humain
5,Humain
72,Humain
32,Humain
8,Humain
0,Humain
14,Humain
68,Humain
0,Humain
0,Humain
95,Humain
16,Humain
0,Humain
0,Humain
25,Humain
0,Humain
20,Humain
0,Humain
1,Humain
0,Humain
8,Humain
2,Humain
23,Humain
2,Humain
30,Humain
10,Humain
14,Humain
53,Humain
8,Humain
309,Humain
24,Humain
78,Humain
76,Humain
0,Humain
6,Humain
42,Humain
30,Humain
6,Humain
97,Humain
20,Humain
67,Humain
51,Humain
0,Humain
90,Humain
9,Humain
12,Humain
2,Humain
0,Humain
105,Humain
58,Humain
10,Humain
86,Humain
0,Humain
0,Humain
10,Humain
173,Humain
32,Humain
95,Humain
0,Humain
165,Humain
81,Humain
2,Humain
314,Humain
150,Humain
11,Humain
0,Humain
0,Humain
0,Humain
13,Humain
0,Humain
35,Humain
5,Humain
0,Humain
0,Humain
4,Humain
0,Humain
0,Humain
0,Humain
1,Humain
90,Humain
24,Humain
1,Humain
25,Humain
7,Humain
28,Humain
13,Humain
3,Humain
40,Humain
2,Humain
2,Humain
27,Humain
28,Humain
0,Humain
4,Humain
244,Humain
36,Humain
28,Humain
5,Humain
11,Humain
0,Humain
0,Humain
82,Humain
28,Humain
0,Humain
7,Humain
0,Humain
160,Humain
4,Humain
60,Humain
2,Humain
6,Humain
80,Humain
8,Humain
10,Humain
3,Humain
107,Humain
6,Humain
6,Humain
153,Humain
0,Humain
3,Humain
46,Humain
23,Humain
0,Humain
1,Humain
0,Humain
1,Humain
17,Humain
4,Humain
2,Humain
0,Humain
23,Humain
13,Humain
6,Humain
7,Humain
11,Humain
13,Humain
0,Humain
13,Humain
0,Humain
3,Humain
0,Humain
0,Humain
174,Humain
6,Humain
0,Humain
1,Humain
33,Humain
4,Humain
34,Humain
30,Humain
23,Humain
0,Humain
16,Humain
88,Humain
0,Humain
1,Humain
2,Humain
11,Humain
2,Humain
41,Humain
0,Humain
2,Humain
0,Humain
8,Humain
1,Humain
7,Humain
0,Humain
5,Humain
6,Humain
8,Humain
19,Humain
73,Humain
32,Humain
6,Humain
45,Humain
0,Humain
17,Humain
7,Humain
43,Humain
12,Humain
83,Humain
44,Humain
41,Humain
22,Humain
23,Humain
2,Humain
0,Humain
13,Humain
46,Humain
3,Humain
9,Humain
84,Humain
14,Humain
2,Humain
21,Humain
2,Humain
33,Humain
2,Humain
22,Humain
1,Humain
8,Humain
2,Humain
41,Humain
12,Humain
0,Humain
0,Humain
26,Humain
0,Humain
0,Humain
65,Humain
13,Humain
2,Humain
71,Humain
4,Humain
0,Humain
7,Humain
42,Humain
0,Humain
20,Humain
1,Humain
4,Humain
6,Humain
0,Humain
1,Humain
111,Humain
284,Humain
14,Humain
0,Humain
13,Humain
21,Humain
29,Humain
0,Humain
0,Humain
5,Humain
10,Humain
12,Humain
4,Humain
4,Humain
0,Humain
353,Humain
2,Humain
38,Humain
0,Humain
29,Humain
25,Humain
61,Humain
8,Humain
1,Humain
1,Humain
2,Humain
3,Humain
0,Humain
26,Humain
8,Humain
36,Humain
87,Humain
0,Humain
13,Humain
7,Humain
275,Humain
0,Humain
45,Humain
0,Humain
2,Humain
116,Humain
3,Humain
3,Humain
2,Humain
87,Humain
2,Humain
1,Humain
74,Humain
1,Humain
5,Humain
0,Humain
0,Humain
0,Humain
9,Humain
7,Humain
2,Humain
0,Humain
18,Humain
593,Humain
27,Humain
9,Humain
6,Humain
41,Humain
5,Humain
21,Humain
43,Humain
0,Humain
42,Humain
0,Humain
18,Humain
2,Humain
1,Humain
525,Humain
4,Humain
3,Humain
40,Humain
4,Humain
30,Humain
0,Humain
2,Humain
75,Humain
4,Humain
0,Humain
1,Humain
2,Humain
9,Humain
22,Humain
48,Humain
16,Humain
16,Humain
27,Humain
0,Humain
62,Humain
148,Humain
48,Humain
153,Humain
7,Humain
5,Humain
0,Humain
60,Humain
0,Humain
0,Humain
209,Humain
1,Humain
57,Humain
28,Humain
0,Humain
132,Humain
1,Humain
1,Humain
27,Humain
1,Humain
0,Humain
0,Humain
22,Humain
1,Humain
12,Humain
1,Humain
1,Humain
16,Humain
36,Humain
138,Humain
27,Humain
75,Humain
72,Humain
4,Humain
0,Humain
10,Humain
18,Humain
0,Humain
5,Humain
11,Humain
1,Humain
4,Humain
7,Humain
35,Humain
7,Humain
99,Humain
5,Humain
53,Humain
1,Humain
0,Humain
1,Humain
19,Humain
33,Humain
10,Humain
0,Humain
115,Humain
0,Humain
5,Humain
115,Humain
3,Humain
13,Humain
115,Humain
0,Humain
3,Humain
1,Humain
0,Humain
11,Humain
242,Humain
6,Humain
0,Humain
0,Humain
0,Humain
28,Humain
212,Humain
24,Humain
74,Humain
6,Humain
5,Humain
6,Humain
6,Humain
32,Humain
54,Humain
2,Humain
44,Humain
376,Humain
3,Humain
2,Humain
0,Humain
18,Humain
0,Humain
0,Humain
0,Humain
23,Humain
1,Humain
25,Humain
24,Humain
44,Humain
21,Humain
0,Humain
27,Humain
14,Humain
0,Humain
1,Humain
3,Humain
4,Humain
6,Humain
4,Humain
9,Humain
5,Humain
1,Humain
2,Humain
17,Humain
22,Humain
42,Humain
282,Humain
1,Humain
1,Humain
27,Humain
34,Humain
9,Humain
28,Humain
15,Humain
5,Humain
2,Humain
1,Humain
2,Humain
5,Humain
0,Humain
22,Humain
18,Humain
57,Humain
7,Humain
2,Humain
0,Humain
0,Humain
0,Humain
1,Humain
0,Humain
0,Humain
1,Humain
156,Humain
12,Humain
91,Humain
491,Humain
19,Humain
1,Humain
8,Humain
9,Humain
43,Humain
0,Humain
1,Humain
98,Humain
50,Humain
0,Humain
0,Humain
28,Humain
2,Humain
114,Humain
42,Humain
28,Humain
1,Humain
6,Humain
0,Humain
23,Humain
0,Humain
40,Humain
18,Humain
0,Humain
43,Humain
5,Humain
40,Humain
7,Humain
122,Humain
40,Humain
11,Humain
34,Humain
40,Humain
112,Humain
12,Humain
1,Humain
36,Humain
20,Humain
0,Humain
0,Humain
0,Humain
21,Humain
466,Humain
3,Humain
113,Humain
3,Humain
13,Humain
68,Humain
9,Humain
1,Humain
76,Humain
10,Humain
18,Humain
48,Humain
4,Humain
16,Humain
8,Humain
2,Humain
7,Humain
19,Humain
44,Humain
2,Humain
17,Humain
27,Humain
0,Humain
23,Humain
133,Humain
6,Humain
13,Humain
0,Humain
31,Humain
0,Humain
7,Humain
0,Humain
6,Humain
26,Humain
0,Humain
9,Humain
18,Humain
106,Humain
7,Humain
0,Humain
64,Humain
2,Humain
24,Humain
0,Humain
2,Humain
3,Humain
0,Humain
24,Humain
0,Humain
4,Humain
32,Humain
0,Humain
0,Humain
0,Humain
0,Humain
42,Humain
0,Humain
16,Humain
1,Humain
24,Humain
29,Humain
1,Humain
11,Humain
1,Humain
0,Humain
27,Humain
7,Humain
0,Humain
297,Humain
0,Humain
20,Humain
6,Humain
23,Humain
22,Humain
1,Humain
12,Humain
35,Humain
4,Humain
17,Humain
0,Humain
4,Humain
16,Humain
245,Humain
137,Humain
0,Humain
5,Humain
0,Humain
2,Humain
9,Humain
25,Humain
1,Humain
17,Humain
62,Humain
50,Humain
11,Humain
8,Humain
0,Humain
34,Humain
0,Humain
1,Humain
30,Humain
9,Humain
7,Humain
0,Humain
45,Humain
152,Humain
0,Humain
37,Humain
25,Humain
23,Humain
58,Humain
25,Humain
127,Humain
42,Humain
6,Humain
0,Humain
28,Humain
3,Humain
50,Humain
12,Humain
19,Humain
41,Humain
1,Humain
44,Humain
10,Humain
3,Humain
0,Humain
0,Humain
0,Humain
6,Humain
20,Humain
0,Humain
44,Humain
2,Humain
0,Humain
0,Humain
268,Humain
25,Humain
6,Humain
15,Humain
38,Humain
110,Humain
2,Humain
11,Humain
8,Humain
92,Humain
38,Humain
1,Humain
2,Humain
4,Humain
168,Humain
10,Humain
43,Humain
0,Humain
11,Humain
6,Humain
1,Humain
14,Humain
0,Humain
34,Humain
0,Humain
28,Humain
6,Humain
0,Humain
0,Humain
17,Humain
0,Humain
186,Humain
44,Humain
0,Humain
2,Humain
3,Humain
8,Humain
16,Humain
5,Humain
136,Humain
0,Humain
5,Humain
19,Humain
0,Humain
34,Humain
42,Humain
14,Humain
1,Humain
0,Humain
5,Humain
29,Humain
212,Humain
6,Humain
2,Humain
0,Humain
120,Humain
11,Humain
0,Humain
0,Humain
73,Humain
0,Humain
0,Humain
15,Humain
23,Humain
56,Humain
165,Humain
4,Humain
0,Humain
24,Humain
42,Humain
68,Humain
1,Humain
14,Humain
13,Humain
5,Humain
283,Humain
633,Humain
8,Humain
0,Humain
9,Humain
2,Humain
18,Humain
10,Humain
6,Humain
4,Humain
6,Humain
28,Humain
0,Humain
0,Humain
0,Humain
1,Humain
3,Humain
16,Humain
0,Humain
0,Humain
5,Humain
2,Humain
2,Humain
61,Humain
1,Humain
25,Humain
8,Humain
0,Humain
13,Humain
6,Humain
13,Humain
79,Humain
38,Humain
83,Humain
961,Humain
10,Humain
1,Humain
37,Humain
3,Humain
5,Humain
8,Humain
36,Humain
24,Humain
15,Humain
33,Humain
12,Humain
0,Humain
0,Humain
0,Humain
4,Humain
0,Humain
54,Humain
0,Humain
18,Humain
2,Humain
6,Humain
1,Humain
0,Humain
180,Humain
1,Humain
41,Humain
4,Humain
1,Humain
90,Humain
17,Humain
28,Humain
7,Humain
83,Humain
173,Humain
1,Humain
0,Humain
56,Humain
15,Humain
0,Humain
7,Humain
39,Humain
0,Humain
3,Humain
167,Humain
20,Humain
3,Humain
59,Humain
12,Humain
34,Humain
0,Humain
0,Humain
8,Humain
1,Humain
5,Humain
6,Humain
0,Humain
28,Humain
30,Humain
0,Humain
66,Humain
0,Humain
16,Humain
0,Humain
0,Humain
33,Humain
22,Humain
50,Humain
2,Humain
0,Humain
7,Humain
130,Humain
91,Humain
0,Humain
0,Humain
11,Humain
95,Humain
1,Humain
53,Humain
1,Humain
2,Humain
181,Humain
102,Humain
1,Humain
63,Humain
21,Humain
2,Humain
13,Humain
27,Humain
3,Humain
0,Humain
1,Humain
17,Humain
0,Humain
8,Humain
4,Humain
0,Humain
1,Humain
1375,Humain
11,Humain
10,Humain
13,Humain
0,Humain
29,Humain
2,Humain
1,Humain
0,Humain
1,Humain
2,Humain
148,Humain
6,Humain
44,Humain
33,Humain
4,Humain
114,Humain
27,Humain
4,Humain
65,Humain
10,Humain
0,Humain
0,Humain
1,Humain
156,Humain
40,Humain
1,Humain
8,Humain
126,Humain
238,Humain
24,Humain
12,Humain
4,Humain
99,Humain
15,Humain
8,Humain
2,Humain
50,Humain
25,Humain
21,Humain
0,Humain
1,Humain
0,Humain
19,Humain
0,Humain
3,Humain
0,Humain
8,Humain
18,Humain
27,Humain
6,Humain
58,Humain
334,Humain
58,Humain
41,Humain
5,Humain
87,Humain
5,Humain
4,Humain
0,Humain
3,Humain
25,Humain
9,Humain
0,Humain
3,Humain
2,Humain
23,Humain
24,Humain
15,Humain
2,Humain
19,Humain
7,Humain
0,Humain
0,Humain
33,Humain
0,Humain
209,Humain
46,Humain
7,Humain
88,Humain
4,Humain
16,Humain
2,Humain
36,Humain
1,Humain
0,Humain
0,Humain
76,Humain
36,Humain
461,Humain
0,Humain
2,Humain
0,Humain
2,Humain
1,Humain
76,Humain
47,Humain
263,Humain
20,Humain
4,Humain
0,Humain
91,Humain
53,Humain
0,Humain
205,Humain
167,Humain
124,Humain
23,Humain
4,Humain
11,Humain
17,Humain
21,Humain
18,Humain
65,Humain
8,Humain
60,Humain
24,Humain
140,Humain
0,Humain
36,Humain
0,Humain
4,Humain
2,Humain
7,Humain
51,Humain
0,Humain
0,Humain
52,Humain
0,Humain
1,Humain
25,Humain
71,Humain
6,Humain
6,Humain
13,Humain
0,Humain
5,Humain
67,Humain
2,Humain
55,Humain
31,Humain
36,Humain
15,Humain
9,Humain
0,Humain
9,Humain
14,Humain
2,Humain
9,Humain
9,Humain
0,Humain
0,Humain
0,Humain
0,Humain
40,Humain
1,Humain
119,Humain
15,Humain
253,Humain
16,Humain
33,Humain
13,Humain
25,Humain
47,Humain
38,Humain
9,Humain
37,Humain
34,Humain
14,Humain
9,Humain
8,Humain
14,Humain
0,Humain
543,Humain
40,Humain
58,Humain
49,Humain
3,Humain
1,Humain
0,Humain
42,Humain
61,Humain
25,Humain
8,Humain
36,Humain
42,Humain
18,Humain
0,Humain
41,Humain
210,Humain
2,Humain
0,Humain
44,Humain
91,Humain
0,Humain
254,Humain
48,Humain
5,Humain
1,Humain
2,Humain
10,Humain
53,Humain
47,Humain
2,Humain
24,Humain
0,Humain
