Bot,Humain
,32.0
,27.5
,23.0
,33.0
,18.0
,28.0
,22.0
,26.5
,28.0
,31.0
,24.0
,26.0
,50.0
,19.5
,32.0
,37.0
,22.5
,33.0
,36.0
,29.0
,5.0
,29.0
,24.0
,9.0
,80.0
,22.0
,54.5
,29.0
,32.5
,17.0
,35.0
,29.0
,100.0
,26.0
,27.0
,62.5
,33.0
,31.0
,29.0
,35.0
,23.0
,21.0
,33.0
,37.5
,35.0
,34.0
,33.0
,33.5
,6.0
,28.0
,40.0
,15.5
,33.0
,38.0
,25.0
,27.0
,29.0
,18.5
,30.0
,33.0
,26.0
,35.0
,63.5
,34.0
,50.0
,29.0
,37.5
,16.5
,33.0
,25.0
,74.0
,25.5
,12.0
,34.5
,35.0
,35.0
,20.0
,30.0
,17.0
,27.0
,67.5
,28.0
,33.0
,32.0
,36.0
,33.0
,40.0
,29.0
,33.0
,66.0
,32.5
,9.0
,10.5
,22.0
,27.0
,37.5
,31.5
,37.0
,17.0
,100.0
,36.0
,29.0
,32.0
,35.0
,31.0
,46.0
,29.0
,37.0
,61.0
,69.0
,36.0
,35.0
,29.5
,31.5
,60.5
,35.0
,21.0
,26.0
,23.0
,30.0
,100.0
,40.0
,18.0
,65.0
,38.0
,32.5
,46.0
,34.0
,29.5
,62.5
,62.0
,27.0
,32.0
,31.0
,37.0
,45.0
,39.0
,29.0
,36.0
,36.0
,12.0
,63.5
,28.0
,26.0
,20.0
,36.0
,29.0
,22.5
,29.0
,41.0
,35.0
,32.0
,35.0
,38.0
,72.0
,67.5
,34.0
,12.0
,43.0
,35.0
,36.0
,34.0
,62.0
,12.0
,65.5
,37.0
,31.0
,34.0
,31.0
,36.0
,4.0
,35.0
,36.0
,45.0
,23.0
,32.0
,88.5
,9.0
,30.0
,40.0
,55.0
,52.0
,61.0
,28.0
,32.5
,26.5
,39.0
,38.0
,62.5
,21.0
,34.0
,31.0
,43.0
,80.0
,38.0
,12.0
,18.0
,33.0
,28.0
,32.0
,13.0
,30.0
,40.0
,29.0
,32.0
,45.0
,38.0
,40.0
,38.0
,57.0
,29.5
,32.0
,36.0
,35.0
,63.0
,39.0
,32.5
,70.0
,26.0
,25.0
,40.0
,100.0
,24.0
,14.0
,35.0
,19.0
,37.0
,50.5
,31.0
,34.5
,38.0
,24.0
,26.0
,32.0
,34.0
,32.0
,34.0
,100.0
,25.0
,38.0
,32.0
,34.0
,41.0
,28.0
,62.0
,61.5
,39.0
,31.0
,68.5
,28.0
